stop_id,stop_name,stop_lat,stop_lon,mode,mode_folder
vic:rail:OFC_PR2,Park & Ride 2,-38.06658317,145.41201509,train,2
vic:rail:OKP,Oak Park Railway Station,-37.71794973,144.92151877,train,2
vic:rail:OKP_DP1,Decision point 1,-37.71787847,144.92156614,train,2
vic:rail:OKP_DP2,Decision point 2,-37.71764268,144.92148198,train,2
vic:rail:OKP_DP3,Decision point 3,-37.71767551,144.92129955,train,2
vic:rail:OKP_EN1,Waterloo Rd,-37.71768991,144.92160545,train,2
vic:rail:OKP_EN2,Meaker Ave,-37.71782883,144.9213066,train,2
vic:rail:OKP_PR1,Park & Ride,-37.71740189,144.92111434,train,2
vic:rail:OMD,Ormond Railway Station,-37.90321167,145.03961342,train,2
vic:rail:OMD_BR1,Bike & Ride,-37.9036009,145.03971682,train,2
vic:rail:OMD_CN1,Concourse,-37.9034911,145.03961738,train,2
vic:rail:OMD_EN1,North Rd,-37.90366168,145.03957873,train,2
vic:rail:OMD_EN2,North Rd,-37.90404655,145.03942066,train,2
vic:rail:OMD_LI1,Lift 1,-37.9033282,145.03957621,train,2
vic:rail:OMD_LI2,Lift 2,-37.90333986,145.03973512,train,2
vic:rail:OMD_LI3,Lift 3,-37.90410041,145.03940786,train,2
vic:rail:OMD_LI4,North Rd,-37.90413947,145.0395888,train,2
vic:rail:OMD_PR1,Park & Ride,-37.90306338,145.03936714,train,2
vic:rail:OMD_TX1,Taxi Zone,-37.90342834,145.03909587,train,2
vic:rail:PAR,Parliament Railway Station,-37.811337,144.973119,train,2
vic:rail:PAR_CN1,Concourse 1,-37.80971136,144.97239106,train,2
vic:rail:PAR_CN2,Concourse 2,-37.81220915,144.9735268,train,2
vic:rail:PAR_ConX,Connex,-37.81105406,144.97291092,train,2
vic:rail:PAR_DP1,Decision Point 1,-37.80980222,144.97243401,train,2
vic:rail:PAR_DP2,Decision Point 2,-37.81203684,144.97346335,train,2
vic:rail:PAR_DP3,Decision Point 3,-37.81029293,144.97267048,train,2
vic:rail:PAR_DP4,Decision Point 4,-37.81158255,144.97324859,train,2
vic:rail:PAR_DP5,Decision Point 5,-37.81057431,144.97278773,train,2
vic:rail:PAR_DP6,Decision Point 6,-37.81121932,144.97308814,train,2
vic:rail:PAR_EN1,Nicholson St,-37.80943838,144.97276201,train,2
vic:rail:PAR_EN2,Lonsdale St,-37.80949342,144.97229479,train,2
vic:rail:PAR_EN3,Bourke St,-37.81159666,144.97302103,train,2
vic:rail:PAR_EN4,Macarthur St,-37.81211847,144.97401772,train,2
vic:rail:PAR_EN5,Ulster Lane,-37.81275842,144.97350042,train,2
vic:rail:PAR_EN6,Little Collins St,-37.8121968,144.97385655,train,2
vic:rail:PAR_LI1,Spring St,-37.80961443,144.97251866,train,2
vic:rail:PAR_LI2,Lift 2,-37.81021852,144.97253621,train,2
vic:rail:PAT,Patterson Railway Station,-37.92514919,145.03547003,train,2
vic:rail:PAT_EN1,Patterson Rd,-37.9255808,145.03541303,train,2
vic:rail:PAT_EN2,Patterson Rd,-37.92560166,145.03558313,train,2
vic:rail:PAT_PR1,Park & Ride,-37.92594119,145.03486873,train,2
vic:rail:PKD,Parkdale Railway Station,-37.99307882,145.07632682,train,2
vic:rail:PKD_BR1,Bike & Ride,-37.99277709,145.07606141,train,2
vic:rail:PKD_DP1,Decision point 1,-37.99198547,145.07504588,train,2
vic:rail:PKD_DP2,Decision point 2,-37.99315859,145.07624503,train,2
vic:rail:PKD_DP3,Decision point 3,-37.99287786,145.07616127,train,2
vic:rail:PKD_EN1,Como Pde West,-37.99202939,145.0749764,train,2
vic:rail:PKD_EN2,Como Pde East,-37.99194136,145.07510396,train,2
vic:rail:PKD_EN3,Como Pde,-37.99207722,145.07514596,train,2
vic:rail:PKD_EN4,Como Pde,-37.99286698,145.07604768,train,2
vic:rail:PKD_EN5,Como Pde West,-37.99320251,145.07617556,train,2
vic:rail:PKD_EN6,Como Pde East,-37.9930531,145.07640721,train,2
vic:rail:PKD_KR1,Kiss & Ride,-37.99250015,145.07565871,train,2
vic:rail:PKD_LI1,Lift 1,-37.9921386,145.07504187,train,2
vic:rail:PKD_LI2,Lift 2,-37.99201529,145.0752159,train,2
vic:rail:PKD_LI3,Lift 3,-37.99300173,145.07602138,train,2
vic:rail:PKD_LI4,Lift 4,-37.99299831,145.07636309,train,2
vic:rail:PKD_PR1,Park & Ride 1,-37.99156272,145.07454451,train,2
vic:rail:PKD_PR2,Park & Ride 2,-37.99245381,145.07558021,train,2
vic:rail:PKV,Parkville Railway Station,-37.79987386,144.95954246,train,2
vic:rail:PKV_CN1,Concourse 1,-37.79980039,144.95894255,train,2
vic:rail:PKV_CN2,Concourse 2,-37.79973631,144.95836509,train,2
vic:rail:PKV_CN3,Concourse 3,-37.79982741,144.9589418,train,2
vic:rail:PKV_CN4,Concourse 4,-37.79978134,144.95836385,train,2
vic:rail:PKV_EN1,Grattan St East,-37.79985723,144.95962242,train,2
vic:rail:PKV_EN2,Royal Pde East,-37.79933328,144.95799005,train,2
vic:rail:PKV_EN3,Royal Pde West,-37.79917794,144.95734697,train,2
vic:rail:PKV_EN4,Grattan St West,-37.79967778,144.95654955,train,2
vic:rail:PKV_LI1,Grattan St East,-37.79970288,144.95903609,train,2
vic:rail:PKV_LI2,Royal Pde East,-37.79960508,144.95807342,train,2
vic:rail:PKV_LI3,Royal Pde West,-37.79959814,144.95715367,train,2
vic:rail:PKV_LI4,Grattan St West,-37.79986133,144.95726,train,2
vic:rail:PKV_LI5,Lift 5,-37.79989971,144.9594736,train,2
vic:rail:PRA,Prahran Railway Station,-37.84951848,144.98985992,train,2
vic:rail:PRA_BR1,Bike & Ride,-37.84925979,144.99001469,train,2
vic:rail:PRA_EN1,Greville St,-37.84950715,144.98972385,train,2
vic:rail:PRA_EN2,High St,-37.85003743,144.98964126,train,2
vic:rail:PRA_EN3,Porter St,-37.84944895,144.99000956,train,2
vic:rail:PRA_EN4,Porter St,-37.84967414,144.99000344,train,2
vic:rail:PRE,Preston Railway Station,-37.73867424,145.00052198,train,2
vic:rail:PRE_BR1,Bike & Ride 1,-37.73853031,145.0005372,train,2
vic:rail:PRE_BR2,Bike & Ride 2,-37.73924308,145.00058611,train,2
vic:rail:PRE_CN1,Concourse,-37.73874688,145.00055407,train,2
vic:rail:PRE_EN1,Murray Rd,-37.73854909,145.00058209,train,2
vic:rail:PRE_EN2,Cramer St,-37.7389623,145.00050288,train,2
vic:rail:PRE_KR1,Kiss & Ride 1,-37.73921163,145.00032595,train,2
vic:rail:PRE_PR1,Park & Ride 1,-37.7370588,145.00091723,train,2
vic:rail:PRE_PR2,Park & Ride 2,-37.73923422,145.00006434,train,2
vic:rail:PVL,Pascoe Vale Railway Station,-37.73075596,144.92819562,train,2
vic:rail:PVL_EN1,Burgundy St,-37.73064065,144.92830096,train,2
vic:rail:PVL_EN2,Gaffney St,-37.7304407,144.92820441,train,2
vic:rail:PVL_EN3,Gaffney St,-37.73066329,144.9280507,train,2
vic:rail:PVL_PR1,Park & Ride 1,-37.73138205,144.92843915,train,2
vic:rail:PVL_PR2,Park & Ride 2,-37.7296989,144.92804354,train,2
vic:rail:RCE,Flemington Racecourse Railway Station,-37.78721073,144.90757709,train,2
vic:rail:RCE_ConX,Connex,-37.78720192,144.9075887,train,2
vic:rail:RCE_EN1,Leonard Cres,-37.78798306,144.90691941,train,2
vic:rail:RCE_EN2,Leonard Cres,-37.78761733,144.90662314,train,2
vic:rail:REG,Regent Railway Station,-37.72840277,145.00277256,train,2
vic:rail:REG_DP1,Decision Point,-37.72801909,145.00299845,train,2
vic:rail:REG_EN1,Robinson Rd,-37.72848002,145.00307684,train,2
vic:rail:REG_EN2,Robinson Rd,-37.72830984,145.00313814,train,2
vic:rail:REG_EN3,Robinson Rd,-37.72864159,145.00303846,train,2
vic:rail:REG_EN4,Robinson Rd,-37.72847714,145.00290672,train,2
vic:rail:REG_EN5,Verdun Grove,-37.72837344,145.00263719,train,2
vic:rail:REG_PR1,Park & Ride 1,-37.72794049,145.00261479,train,2
vic:rail:REG_PR2,Park & Ride 2,-37.72979017,145.00274663,train,2
vic:rail:REG_PR3,Park & Ride 3,-37.72888095,145.0028051,train,2
vic:rail:REG_PR4,Park & Ride 4,-37.72787957,145.00327451,train,2
vic:rail:RES,Reservoir Railway Station,-37.71688492,145.00699582,train,2
vic:rail:RES_BR1,Bike & Ride,-37.71698803,145.0072313,train,2
vic:rail:RES_DP1,Decision point 1,-37.71665205,145.00708147,train,2
vic:rail:RES_DP2,Decision point 2,-37.71642897,145.00721224,train,2
vic:rail:RES_EN1,High St,-37.71660031,145.007219,train,2
vic:rail:RES_EN2,Spring St,-37.71647209,145.00709764,train,2
vic:rail:RES_LI1,Lift 1,-37.71680385,145.00699799,train,2
vic:rail:RES_LI2,Lift 2,-37.71636649,145.00724795,train,2
vic:rail:RES_PR1,Park & Ride 1,-37.71729161,145.00706434,train,2
vic:rail:RES_PR2,Park & Ride 2,-37.71813834,145.00597523,train,2
vic:rail:RES_PR3,Park & Ride 3,-37.71966852,145.00586613,train,2
vic:rail:RIP,Ripponlea Railway Station,-37.87596086,144.99525782,train,2
vic:rail:RIP_ConX,Connex,-37.87590643,144.99523656,train,2
vic:rail:RIP_DP1,Decision Point 1,-37.87599708,144.99526821,train,2
vic:rail:RIP_EN1,Morres St,-37.87599437,144.99510912,train,2
vic:rail:RIP_EN2,Glen Eira Ave,-37.87590798,144.99532747,train,2
vic:rail:RIP_EN3,Morres St,-37.87604861,144.99511901,train,2
vic:rail:RIP_EN4,Glen Eira Ave,-37.87595437,144.99540579,train,2
vic:rail:RIV,Riversdale Railway Station,-37.83150543,145.06964598,train,2
vic:rail:RIV_DP1,Decision Point 1,-37.83268947,145.06930833,train,2
vic:rail:RIV_DP2,Decision Point 2,-37.8327296,145.06955726,train,2
vic:rail:RIV_EN1,Wandin Rd,-37.83149307,145.06944178,train,2
vic:rail:RIV_EN2,Platform 2,-37.83152717,145.06987266,train,2
vic:rail:RIV_PR1,Park & Ride,-37.83186974,145.0693297,train,2
vic:rail:ROS,Rosanna Railway Station,-37.7428786,145.06614029,train,2
vic:rail:ROS_BR1,Bike & Ride,-37.74299042,145.06636435,train,2
vic:rail:ROS_CN1,Concourse,-37.74287935,145.06618567,train,2
vic:rail:ROS_DP1,Decision point 1,-37.7427966,145.06608568,train,2
vic:rail:ROS_DP2,Decision point 2,-37.74283244,145.0660734,train,2
vic:rail:ROS_EN1,Lower Plenty Rd,-37.74252654,145.06610406,train,2
vic:rail:ROS_EN2,Lower Plenty Rd,-37.7423488,145.06625622,train,2
vic:rail:ROS_EN3,Turnham Ave,-37.74275621,145.06637045,train,2
vic:rail:ROS_EN4,Beetham Pde,-37.74282176,145.06597154,train,2
vic:rail:ROS_EN5,Station Car Park,-37.74319612,145.06626821,train,2
vic:rail:ROS_KR1,Kiss & Ride,-37.74306565,145.06655533,train,2
vic:rail:ROS_LI1,Turnham Ave,-37.74286319,145.06629957,train,2
vic:rail:ROS_LI2,Lift 2,-37.74290432,145.06606018,train,2
vic:rail:ROS_PR1,Park & Ride 1,-37.74448373,145.06620065,train,2
vic:rail:ROS_PR2,Park & Ride 2,-37.74390508,145.06663562,train,2
vic:rail:RPK,Royal Park Railway Station,-37.78119293,144.95230127,train,2
vic:rail:RPK_EN1,Poplar Rd,-37.7813354,144.9516842,train,2
vic:rail:RPK_EN2,Poplar Rd,-37.78107458,144.95171411,train,2
vic:rail:RUS,Rushall Railway Station,-37.78321711,144.99240708,train,2
vic:rail:RUS_DP1,Decision Point 1,-37.78300781,144.99228784,train,2
vic:rail:RUS_DP2,Decision Point 2,-37.78314041,144.99213664,train,2
vic:rail:RUS_EN1,Rushall Station Brg,-37.78311308,144.99264834,train,2
vic:rail:RUS_EN2,Rushall Station Brg,-37.78293478,144.99223304,train,2
vic:rail:RUS_EN3,Falconer St,-37.78290747,144.99168876,train,2
vic:rail:RUS_EN4,Falconer St,-37.78293547,144.99174477,train,2
vic:rail:RUS_EN5,Summer Ave,-37.7831774,144.99219241,train,2
vic:rail:RUT,Ruthven Railway Station,-37.70789754,145.00951662,train,2
vic:rail:RUT_DP1,Decision Point 1,-37.70746516,145.00952819,train,2
vic:rail:RUT_EN1,Macartney St,-37.70748815,145.00982249,train,2
vic:rail:RUT_EN2,High St,-37.70744446,145.00936993,train,2
vic:rail:RUT_PR1,Park & Ride 1,-37.70785556,145.00969923,train,2
vic:rail:RUT_PR2,Park & Ride 2,-37.70775859,145.00929347,train,2
vic:rail:RWD,Ringwood Railway Station,-37.81588648,145.22896846,train,2
vic:rail:RWD_BR1,Bike & Ride,-37.81532627,145.22947033,train,2
vic:rail:RWD_ConX,Connex,-37.81565977,145.22947372,train,2
vic:rail:RWD_DP1,Decision point 1,-37.8158165,145.22970854,train,2
vic:rail:RWD_DP2,Decision point 2,-37.81561626,145.229577,train,2
vic:rail:RWD_DP3,Decision point 3,-37.81552549,145.22953373,train,2
vic:rail:RWD_DP4,Decision point 4,-37.81537046,145.22941247,train,2
vic:rail:RWD_DP5,Decision point 5,-37.81565994,145.22948508,train,2
vic:rail:RWD_DP6,Decision point 6,-37.81593323,145.22908094,train,2
vic:rail:RWD_DP7,Decision point 7,-37.81569136,145.22917761,train,2
vic:rail:RWD_EN1,Station St,-37.81590761,145.22977453,train,2
vic:rail:RWD_EN2,Station St,-37.81598511,145.22953411,train,2
vic:rail:RWD_EN3,Maroondah Hwy,-37.81544744,145.22913799,train,2
vic:rail:RWD_EN4,Railway Pl,-37.81567129,145.22904176,train,2
vic:rail:RWD_EN5,Railway Pl,-37.81563662,145.22913347,train,2
vic:rail:RWD_EN6,Railway Pl,-37.81549829,145.22952302,train,2
vic:rail:RWD_LI1,Maroondah Hwy,-37.81538779,145.22936662,train,2
vic:rail:RWD_LI2,Lift 2,-37.81573303,145.22955149,train,2
vic:rail:RWD_LI3,Lift 3,-37.81556951,145.22946452,train,2
vic:rail:RWD_PR1,Park & Ride,-37.81610543,145.22914499,train,2
vic:rail:RWE,Ringwood East Railway Station,-37.81196804,145.25019091,train,2
vic:rail:RWE_BR1,Bike & Ride,-37.81196005,145.25025925,train,2
vic:rail:RWE_DP1,Decision point 1,-37.81167857,145.25011822,train,2
vic:rail:RWE_EN1,Railway Ave,-37.81183105,145.25006918,train,2
vic:rail:RWE_EN2,Patterson St,-37.81162216,145.24996052,train,2
vic:rail:RWE_EN3,Railway Ave,-37.81219069,145.24879977,train,2
vic:rail:RWE_EN4,Patterson St,-37.81197279,145.24869133,train,2
vic:rail:RWE_KR1,Kiss & Ride,-37.81170634,145.24956095,train,2
vic:rail:RWE_LI1,Lift 1,-37.81176883,145.25012745,train,2
vic:rail:RWE_LI2,Lift 2,-37.81162368,145.25006272,train,2
vic:rail:RWE_LI3,Lift 3,-37.81217183,145.24874342,train,2
vic:rail:RWE_LI4,Lift 4,-37.8120265,145.24866734,train,2
vic:rail:RWE_PR1,Park & Ride 1,-37.81170705,145.25082184,train,2
vic:rail:RWE_PR2,Park & Ride 2,-37.81219525,145.24910638,train,2
vic:rail:RWE_PR3,Park & Ride 3,-37.81218703,145.24794789,train,2
vic:rail:RXP,Roxburgh Park Railway Station,-37.63823121,144.93540368,train,2
vic:rail:RXP_BR1,Bike & Ride,-37.63925895,144.93491059,train,2
vic:rail:RXP_DP1,Decision point 1,-37.63820061,144.93520054,train,2
vic:rail:RXP_DP2,Decision point 2,-37.63820022,144.93517789,train,2
vic:rail:RXP_DP3,Decision point 3,-37.63866762,144.93510829,train,2
vic:rail:RXP_DP4,Decision point 4,-37.638222,144.9353926,train,2
vic:rail:RXP_EN1,Thomas Brunton Pde,-37.63818042,144.93507645,train,2
vic:rail:RXP_EN2,Thomas Brunton Pde,-37.63827129,144.93511926,train,2
vic:rail:RXP_EN3,Thomas Brunton Pde,-37.63874849,144.93509471,train,2
vic:rail:RXP_PR1,Park & Ride 1,-37.6385214,144.93447771,train,2
vic:rail:RXP_PR2,Park & Ride 2,-37.63950251,144.93389523,train,2
vic:rail:SAB,St Albans Railway Station (St Albans),-37.74486131,144.80005045,train,2
vic:rail:SAB_BR1,Bike & Ride,-37.74520166,144.79993823,train,2
vic:rail:SAB_DP1,Decision point 1,-37.74464028,144.79979598,train,2
vic:rail:SAB_DP2,Decision point 2,-37.74470895,144.79961237,train,2
vic:rail:SAB_EN1,St Albans Rd,-37.74450349,144.79970924,train,2
vic:rail:SAB_EN2,Mckechine St,-37.74460733,144.7994792,train,2
vic:rail:SAB_KR1,Kiss & Ride,-37.74486661,144.80033401,train,2
vic:rail:SAB_LI1,Lift 1,-37.74462121,144.7997398,train,2
vic:rail:SAB_LI2,Lift 2,-37.74467292,144.79961344,train,2
vic:rail:SAB_PR1,Park & Ride 1,-37.74253517,144.79854194,train,2
vic:rail:SAB_PR2,Park & Ride 2,-37.74719442,144.80193336,train,2
vic:rail:SAB_TX1,Taxi Zone,-37.74476044,144.79947466,train,2
vic:rail:SEA,Seaford Railway Station,-38.10402104,145.1282304,train,2
vic:rail:SEA_BR1,Bike & Ride 1,-38.10381059,145.12803049,train,2
vic:rail:SEA_EN1,Platform 1,-38.10387364,145.12802888,train,2
vic:rail:SEA_EN2,Railway Pde,-38.10358684,145.12812744,train,2
vic:rail:SEA_EN3,Railway Pde,-38.10396954,145.12839138,train,2
vic:rail:SEA_PR1,Park & Ride 1,-38.10500573,145.12781751,train,2
vic:rail:SEA_PR2,Park & Ride 2,-38.10598913,145.12845389,train,2
vic:rail:SEN,Seddon Railway Station,-37.80900514,144.89567157,train,2
vic:rail:SEN_DP1,Decision point 1,-37.80941934,144.89514867,train,2
vic:rail:SEN_DP2,Decision point 2,-37.80952126,144.8953048,train,2
vic:rail:SEN_EN1,Pentland Pde,-37.80895706,144.89550256,train,2
vic:rail:SEN_EN2,Pentland Pde,-37.80908093,144.89537409,train,2
vic:rail:SEN_EN3,Pentland Pde,-37.80948117,144.89507876,train,2
vic:rail:SEN_EN4,Bellairs Ave,-37.80913246,144.89573611,train,2
vic:rail:SEN_EN5,Bellairs Ave,-37.80925632,144.89560764,train,2
vic:rail:SEN_EN6,Bellairs Ave,-37.80960212,144.89529114,train,2
vic:rail:SHE,Seaholme Railway Station,-37.86784231,144.84095773,train,2
vic:rail:SHE_EN1,Station St,-37.86789864,144.84108113,train,2
vic:rail:SHE_EN2,Station St,-37.86783096,144.84132182,train,2
vic:rail:SHE_PR1,Park & Ride,-37.86792524,144.84105762,train,2
vic:rail:SHM,Sandringham Railway Station,-37.95033018,145.00456136,train,2
vic:rail:SHM_BR1,Bike & Ride,-37.95072226,145.00430038,train,2
vic:rail:SHM_EN1,Station St,-37.95029852,145.00428908,train,2
vic:rail:SHM_PR1,Park & Ride,-37.94947356,145.00506251,train,2
vic:rail:SHM_TX1,Taxi Zone,-37.95104402,145.00414372,train,2
vic:rail:SKN,South Kensington Railway Station,-37.79953087,144.92546901,train,2
vic:rail:SKN_DP1,Decision point 1,-37.79962154,144.92601161,train,2
vic:rail:SKN_DP2,Decision point 2,-37.79973803,144.92597428,train,2
vic:rail:SKN_EN1,Childers St,-37.79936753,144.92591651,train,2
vic:rail:SME,Strathmore Railway Station,-37.74359132,144.92731571,train,2
vic:rail:SME_DP1,Decision point 1,-37.74343478,144.92763784,train,2
vic:rail:SME_DP2,Decision point 2,-37.74322179,144.92782536,train,2
vic:rail:SME_DP3,Decision point 3,-37.74312833,144.92763504,train,2
vic:rail:SME_EN1,Pascoe Vale Rd,-37.74352625,144.92771473,train,2
vic:rail:SME_EN2,Pascoe Vale Rd,-37.74336671,144.92786671,train,2
vic:rail:SME_EN3,Pascoe Ave,-37.7436664,144.92697316,train,2
vic:rail:SME_EN4,Amelia Ave,-37.74346442,144.92727386,train,2
vic:rail:SME_EN5,Amelia Ave,-37.74283487,144.92785884,train,2
vic:rail:SME_PR1,Park & Ride,-37.74384572,144.92743345,train,2
vic:rail:SMG,South Morang Railway Station,-37.64905033,145.06701257,train,2
vic:rail:SMG_BR1,Bike and Ride 1,-37.64923123,145.06815265,train,2
vic:rail:SMG_DP1,Decision Point 1,-37.64901224,145.06798831,train,2
vic:rail:SMG_EN1,Service Rd,-37.6490049,145.06809051,train,2
vic:rail:SMG_EN2,Bus Interchange,-37.64913687,145.06789441,train,2
vic:rail:SMG_PR1,Park and Ride 1,-37.64738479,145.06876721,train,2
vic:rail:SMG_PR2,Park and Ride 2,-37.64843948,145.06988465,train,2
vic:rail:SMG_TX1,Taxi Zone,-37.64876242,145.06814213,train,2
vic:rail:SNP,Sandown Park Railway Station,-37.95648655,145.16282634,train,2
vic:rail:SNP_ConX,Connex,-37.95650457,145.16282589,train,2
vic:rail:SNP_DP1,Decision point 1,-37.95724562,145.16353586,train,2
vic:rail:SNP_DP2,Decision point 2,-37.95713912,145.16364095,train,2
vic:rail:SNP_DP3,Decision point 3,-37.95706865,145.16374514,train,2
vic:rail:SNP_EN1,Lightwood Rd,-37.95714244,145.16327665,train,2
vic:rail:SNP_EN2,Lightwood Rd,-37.95740936,145.16363422,train,2
vic:rail:SNP_EN3,Flinders St,-37.95690525,145.16366954,train,2
vic:rail:SNP_EN4,Flinders St,-37.95715345,145.16398205,train,2
vic:rail:SNP_KR1,Kiss & Ride,-37.95704969,145.16310823,train,2
vic:rail:SNP_PR1,Park & Ride 1,-37.9569728,145.16453287,train,2
vic:rail:SOU,Southland Railway Station,-37.95813507,145.04864786,train,2
vic:rail:SOU_DP1,Decision point 1,-37.95827302,145.04881494,train,2
vic:rail:SOU_DP2,Decision point 2,-37.95831617,145.04869998,train,2
vic:rail:SOU_EN1,Underpass,-37.95826457,145.04884931,train,2
vic:rail:SOU_EN2,Platform 2,-37.95831056,145.048905,train,2
vic:rail:SOU_PR1,Park & Ride,-37.9584461,145.0494705,train,2
vic:rail:SPG,Springvale Railway Station,-37.94950878,145.15345183,train,2
vic:rail:SPG_BR1,Bike & Ride,-37.94938899,145.15328412,train,2
vic:rail:SPG_CN1,Concourse,-37.9490894,145.15314368,train,2
vic:rail:SPG_DP1,Decision point 1,-37.94928161,145.15333233,train,2
vic:rail:SPG_DP2,Decision point 2,-37.94921944,145.15339079,train,2
vic:rail:SPG_EN1,Springvale Rd,-37.94897916,145.15300987,train,2
vic:rail:SPG_KR1,Kiss & Ride,-37.94966174,145.15343662,train,2
vic:rail:SPG_LI1,Lift 1,-37.94924451,145.15326498,train,2
vic:rail:SPG_LI2,Lift 2,-37.94916468,145.15334664,train,2
vic:rail:SPG_PR1,Park & Ride,-37.95079511,145.15502432,train,2
vic:rail:SPG_TX1,Taxi Zone,-37.94962643,145.15348303,train,2
vic:rail:SPT,Spotswood Railway Station,-37.83063888,144.88593345,train,2
vic:rail:SPT_DP1,Decision point 1,-37.83025076,144.88589908,train,2
vic:rail:SPT_DP2,Decision point 2,-37.83029086,144.88612518,train,2
vic:rail:SPT_EN1,Hope St,-37.83060941,144.88579795,train,2
vic:rail:SPT_EN2,Hope St,-37.83007983,144.88591533,train,2
vic:rail:SPT_EN3,Hall St,-37.83011195,144.88619845,train,2
vic:rail:SPT_EN4,Hall St,-37.83038114,144.88613396,train,2
vic:rail:SPT_EN5,Hall St,-37.83065913,144.88605786,train,2
vic:rail:STL,State Library Railway Station,-37.80943693,144.9632775,train,2
vic:rail:STL_EN1,Swanston St,-37.80942166,144.96343694,train,2
vic:rail:STL_EN2,Franklin St,-37.8074167,144.96318535,train,2
vic:rail:STL_fDP1,Franklin St DP 1,-37.80720896,144.96367947,train,2
vic:rail:STL_fDP2,Franklin St DP 2,-37.80742237,144.9629921,train,2
vic:rail:STL_fDP3,Franklin St DP 3,-37.80752008,144.9629099,train,2
vic:rail:STL_LI1,Swanston St,-37.80952857,144.96336585,train,2
vic:rail:STL_LI2,Lift 2,-37.80946611,144.96340164,train,2
vic:rail:STL_LI3,Lift 3,-37.80931828,144.96371239,train,2
vic:rail:STL_LI4,Franklin St,-37.80745899,144.96302517,train,2
vic:rail:STL_LI5,Lift 5,-37.80742941,144.96287832,train,2
vic:rail:STL_sCN1,Swanston St CN 1,-37.80955871,144.96302426,train,2
vic:rail:STL_sCN2,Swanston St CN 2,-37.80954541,144.96329723,train,2
vic:rail:STL_sDP1,Swanston St DP 1,-37.80923268,144.96293099,train,2
vic:rail:STL_sDP2,Swanston St DP 2,-37.80845511,144.96330447,train,2
vic:rail:STY,Stony Point Railway Station,-38.37423454,145.22183746,train,2
vic:rail:STY_EN1,Stony Point Rd,-38.37410686,145.22173756,train,2
vic:rail:STY_PR1,Park & Ride,-38.37399427,145.22203794,train,2
vic:rail:SVE,Somerville Railway Station,-38.22534196,145.17624492,train,2
vic:rail:SVE_EN1,Frankston-Flinders,-38.22532483,145.17630246,train,2
vic:rail:SVE_PR1,Park & Ride,-38.22519961,145.17636271,train,2
vic:rail:SYN,Syndal Railway Station,-37.87622062,145.14978071,train,2
vic:rail:SYN_BR1,Bike & Ride,-37.8765234,145.14897728,train,2
vic:rail:SYN_ConX,Connex,-37.87622963,145.14978049,train,2
vic:rail:SYN_DP1,Decision point 1,-37.87635528,145.14917477,train,2
vic:rail:SYN_DP2,Decision point 2,-37.87622069,145.14921225,train,2
vic:rail:SYN_EN1,Coleman Parade,-37.87649709,145.14902342,train,2
vic:rail:SYN_EN2,Coleman Pde,-37.87643618,145.14916138,train,2
vic:rail:SYN_EN3,Coleman Pde,-37.87641941,145.14924138,train,2
vic:rail:SYN_EN4,Hunter St,-37.87608557,145.14921563,train,2
vic:rail:SYN_PR1,Park & Ride 1,-37.87642938,145.14872951,train,2
vic:rail:SYN_PR2,Park & Ride 2,-37.87668818,145.15086047,train,2
vic:rail:SYR,South Yarra Railway Station,-37.83844935,144.99234221,train,2
vic:rail:SYR_DP1,Decision Point 1,-37.83890254,144.9919663,train,2
vic:rail:SYR_DP2,Decision Point 2,-37.83891406,144.99211371,train,2
vic:rail:SYR_DP3,Decision Point 3,-37.83893498,144.99228359,train,2
vic:rail:SYR_DP4,Decision Point 4,-37.83895532,144.9924194,train,2
vic:rail:SYR_EN1,Toorak Rd,-37.83897847,144.99219151,train,2
vic:rail:TAB,Tyabb Railway Station,-38.259815,145.18640071,train,2
vic:rail:TAB_EN1,Mornington-Tyabb Rd,-38.25976943,145.18636756,train,2
vic:rail:TBY,Thornbury Railway Station,-37.75505179,144.99857152,train,2
vic:rail:TBY_DP1,Decision point 1,-37.75573812,144.99865518,train,2
vic:rail:TBY_DP2,Decision point 2,-37.7556963,144.99831579,train,2
vic:rail:TBY_EN1,Ethel St,-37.75507308,144.9987639,train,2
vic:rail:TBY_EN2,Clapham St,-37.75499505,144.99841414,train,2
vic:rail:TCM,Tecoma Railway Station,-37.90811849,145.34299458,train,2
vic:rail:TCM_EN1,McNicol Rd,-37.90841767,145.34376134,train,2
vic:rail:TCM_PR1,Park & Ride,-37.90804909,145.34382647,train,2
vic:rail:TGA,Tooronga Railway Station,-37.84936553,145.04173374,train,2
vic:rail:TGA_EN1,Milton Pde,-37.84943646,145.04166368,train,2
vic:rail:TGA_EN2,Tooronga Rd,-37.84930456,145.04186037,train,2
vic:rail:TGA_PR1,Park & Ride 1,-37.84888295,145.04089414,train,2
vic:rail:TGA_PR2,Park & Ride 2,-37.84981202,145.04202879,train,2
vic:rail:TGA_PR3,Park & Ride 3,-37.8495244,145.04261601,train,2
vic:rail:THL,Town Hall Railway Station,-37.81699161,144.96709126,train,2
vic:rail:THL_cDP1,Collins St DP1,-37.81591012,144.96708686,train,2
vic:rail:THL_cDP2,Collins St DP2,-37.81625515,144.96723643,train,2
vic:rail:THL_cDP3,Collins St DP3,-37.81583728,144.96704341,train,2
vic:rail:THL_cDP4,Collins St DP4,-37.81563852,144.96701479,train,2
